week,factory,reg_capacity,ot_capacity
2023-04-24,FC_DEU_2,186148,36559
2023-04-24,FC_DEU_3,212502,24995
2023-04-24,FC_DEU_4,153727,17789
2023-04-24,FC_FRA_1,227357,32072
2023-04-24,FC_FRA_2,121064,15370
2023-04-24,FC_FRA_3,206742,40900
2023-04-24,FC_FRA_4,148246,16962
2023-04-24,FC_KOR_1,232131,30331
2023-04-24,FC_KOR_2,129946,16798
2023-04-24,FC_KOR_3,219137,28059
2023-04-24,FC_KOR_4,139822,22790
2023-04-24,FC_JPN_1,246409,44749
2023-04-24,FC_JPN_2,164902,17574
2023-04-24,FC_JPN_3,187637,28364
2023-04-24,FC_JPN_4,134126,25214
2023-04-24,FC_GBR_1,123859,18064
2023-04-24,FC_GBR_2,219790,36080
2023-04-24,FC_GBR_3,151571,20329
2023-04-24,FC_GBR_4,229492,33316
2023-04-24,FC_CAN_1,232790,36523
2023-04-24,FC_CAN_2,214898,34181
2023-04-24,FC_CAN_3,244554,48859
2023-04-24,FC_CAN_4,144763,24635
2023-04-24,FC_AUS_1,122571,19306
2023-04-24,FC_AUS_2,148622,25720
2023-04-24,FC_AUS_3,192983,26447
2023-04-24,FC_AUS_4,237433,26571
2023-04-24,FC_BRA_1,234656,24507
2023-04-24,FC_BRA_2,228479,37427
2023-04-24,FC_BRA_3,229012,27351
2023-04-24,FC_BRA_4,180009,18455
2023-04-24,FC_ZAF_1,246166,34834
2023-04-24,FC_ZAF_2,234212,33949
2023-04-24,FC_ZAF_3,151730,18120
2023-04-24,FC_ZAF_4,149246,25563
2023-05-01,FC_USA_1,171291,27134
2023-05-01,FC_USA_2,197470,35821
2023-05-01,FC_USA_3,232209,42254
2023-05-01,FC_USA_4,218271,36947
2023-05-01,FC_DEU_1,216880,42997
2023-05-01,FC_DEU_2,246203,48158
2023-05-01,FC_DEU_3,248963,27632
2023-05-01,FC_DEU_4,242322,45050
2023-05-01,FC_FRA_1,203310,29675
2023-05-01,FC_FRA_2,171005,27102
2023-05-01,FC_FRA_3,178721,17950
2023-05-01,FC_FRA_4,128222,21647
2023-05-01,FC_KOR_1,120880,19766
2023-05-01,FC_KOR_2,222958,37312
2023-05-01,FC_KOR_3,221978,41252
2023-05-01,FC_KOR_4,153072,20847
2023-05-01,FC_JPN_1,188469,26819
2023-05-01,FC_JPN_2,170452,17513
2023-05-01,FC_JPN_3,201968,32712
2023-05-01,FC_JPN_4,213402,24297
2023-05-01,FC_GBR_1,243448,37139
2023-05-01,FC_GBR_2,242593,32022
2023-05-01,FC_GBR_3,213741,27675
2023-05-01,FC_GBR_4,201914,29007
2023-05-01,FC_CAN_1,235895,41855
2023-05-01,FC_CAN_2,190734,27668
2023-05-01,FC_CAN_3,178111,19742
2023-05-01,FC_CAN_4,239884,27999
2023-05-01,FC_AUS_1,238700,27895
2023-05-01,FC_AUS_2,124997,16783
2023-05-01,FC_AUS_3,175154,33077
2023-05-01,FC_AUS_4,180219,32590
2023-05-01,FC_BRA_1,170963,17705
2023-05-01,FC_BRA_2,149700,25482
2023-05-01,FC_BRA_3,245778,35705
2023-05-01,FC_BRA_4,169145,21171
2023-05-01,FC_ZAF_1,222862,27967
2023-05-01,FC_ZAF_2,177393,33835
2023-05-01,FC_ZAF_3,218375,39211
2023-05-01,FC_ZAF_4,133581,20769
2023-05-08,FC_USA_1,188733,21708
2023-05-08,FC_USA_2,241201,40940
2023-05-08,FC_USA_3,161901,31654
2023-05-08,FC_USA_4,187836,33852
2023-05-08,FC_DEU_1,188937,19931
2023-05-08,FC_DEU_2,171243,18794
2023-05-08,FC_DEU_3,155827,25778
2023-05-08,FC_DEU_4,171507,30269
2023-05-08,FC_FRA_1,175099,25491
2023-05-08,FC_FRA_2,147611,25207
2023-05-08,FC_FRA_3,186579,34941
2023-05-08,FC_FRA_4,140481,23575
2023-05-08,FC_KOR_1,200889,39316
2023-05-08,FC_KOR_2,201344,36086
2023-05-08,FC_KOR_3,160594,30047
2023-05-08,FC_KOR_4,162932,29191
2023-05-08,FC_JPN_1,194314,29042
2023-05-08,FC_JPN_2,238638,33728
2023-05-08,FC_JPN_3,218796,42801
2023-05-08,FC_JPN_4,133003,20672
2023-05-08,FC_GBR_1,228074,26729
2023-05-08,FC_GBR_2,152142,16922
2023-05-08,FC_GBR_3,247844,29026
2023-05-08,FC_GBR_4,208988,41253
2023-05-08,FC_CAN_1,172700,31236
2023-05-08,FC_CAN_2,173878,32259
2023-05-08,FC_CAN_3,248999,41662
2023-05-08,FC_CAN_4,146771,19003
2023-05-08,FC_AUS_1,166289,22644
2023-05-08,FC_AUS_2,215531,21899
2023-05-08,FC_AUS_3,153442,20666
2023-05-08,FC_AUS_4,139411,23717
2023-05-08,FC_BRA_1,180230,23926
2023-05-08,FC_BRA_2,160095,21687
2023-05-08,FC_BRA_3,203613,23020
2023-05-08,FC_BRA_4,129339,25262
2023-05-08,FC_ZAF_1,232983,30555
2023-05-08,FC_ZAF_2,244253,25146
2023-05-08,FC_ZAF_3,151688,17740
2023-05-08,FC_ZAF_4,205321,20734
2023-05-15,FC_USA_1,174122,31139
2023-05-15,FC_USA_2,216259,28155
2023-05-15,FC_USA_3,187233,19982
2023-05-15,FC_USA_4,207941,25545
2023-05-15,FC_DEU_1,182919,20947
2023-05-15,FC_DEU_2,152454,29195
2023-05-15,FC_DEU_3,170605,27322
2023-05-15,FC_DEU_4,206183,33630
2023-05-15,FC_FRA_1,188553,30277
2023-05-15,FC_FRA_2,207478,37096
2023-05-15,FC_FRA_3,214568,25333
2023-05-15,FC_FRA_4,223444,34733
2023-05-15,FC_KOR_1,235335,34711
2023-05-15,FC_KOR_2,239184,29496
2023-05-15,FC_KOR_3,242454,43014
2023-05-15,FC_KOR_4,157903,23698
2023-05-15,FC_JPN_1,140590,27597
2023-05-15,FC_JPN_2,159395,21320
2023-05-15,FC_JPN_3,141109,25849
2023-05-15,FC_JPN_4,158306,18837
2023-05-15,FC_GBR_1,142080,27887
2023-05-15,FC_GBR_2,239038,40114
2023-05-15,FC_GBR_3,228775,30255
2023-05-15,FC_GBR_4,143128,23804
2023-05-15,FC_CAN_1,152792,21349
2023-05-15,FC_CAN_2,182046,31285
2023-05-15,FC_CAN_3,121139,19191
2023-05-15,FC_CAN_4,181308,34520
2023-05-15,FC_AUS_1,159815,19247
2023-05-15,FC_AUS_2,198386,30062
2023-05-15,FC_AUS_3,205213,31832
2023-05-15,FC_AUS_4,141375,14431
2023-05-15,FC_BRA_1,143485,22730
2023-05-15,FC_BRA_2,167110,25103
2023-05-15,FC_BRA_3,140347,21133
2023-05-15,FC_BRA_4,244865,39798
2023-05-15,FC_ZAF_1,128671,25356
2023-05-15,FC_ZAF_2,164916,22724
2023-05-15,FC_ZAF_3,233339,40611
2023-05-15,FC_ZAF_4,191842,19981
2023-05-22,FC_USA_1,203310,39548
2023-05-22,FC_USA_2,172105,23785
2023-05-22,FC_USA_3,231999,28990
2023-05-22,FC_USA_4,134209,26601
2023-05-22,FC_DEU_1,206065,23989
2023-05-22,FC_DEU_2,212253,27408
2023-05-22,FC_DEU_3,188083,20360
2023-05-22,FC_DEU_4,167442,20449
2023-05-22,FC_FRA_1,243025,31891
2023-05-22,FC_FRA_2,216511,39294
2023-05-22,FC_FRA_3,220517,40702
2023-05-22,FC_FRA_4,233064,33085
2023-05-22,FC_KOR_1,164975,29896
2023-05-22,FC_KOR_2,221034,39094
2023-05-22,FC_KOR_3,136090,15943
2023-05-22,FC_KOR_4,153838,20823
2023-05-22,FC_JPN_1,122175,15760
2023-05-22,FC_JPN_2,222116,39963
2023-05-22,FC_JPN_3,157551,26149
2023-05-22,FC_JPN_4,144712,26332
2023-05-22,FC_GBR_1,132125,23956
2023-05-22,FC_GBR_2,227915,41084
2023-05-22,FC_GBR_3,148314,28842
2023-05-22,FC_GBR_4,156647,20734
2023-05-22,FC_CAN_1,126693,16378
2023-05-22,FC_CAN_2,238478,39647
2023-05-22,FC_CAN_3,245108,25653
2023-05-22,FC_CAN_4,188054,34067
2023-05-22,FC_AUS_1,140915,17762
2023-05-22,FC_AUS_2,173036,21830
2023-05-22,FC_AUS_3,163662,29955
2023-05-22,FC_AUS_4,185974,35854
2023-05-22,FC_BRA_1,230038,27766
2023-05-22,FC_BRA_2,221954,29219
2023-05-22,FC_BRA_3,135962,23293
2023-05-22,FC_BRA_4,192138,31845
2023-05-22,FC_ZAF_1,235998,30599
2023-05-22,FC_ZAF_2,124995,24797
2023-05-22,FC_ZAF_3,171840,34063
2023-05-22,FC_ZAF_4,231393,30884
2023-05-29,FC_USA_1,230026,36316
2023-05-29,FC_USA_2,244023,27491
2023-05-29,FC_USA_3,155506,22055
2023-05-29,FC_USA_4,122731,13918
2023-05-29,FC_DEU_1,199590,21613
2023-05-29,FC_DEU_2,201108,36616
2023-05-29,FC_DEU_3,187176,35812
2023-05-29,FC_DEU_4,160413,25665
2023-05-29,FC_FRA_1,156217,29424
2023-05-29,FC_FRA_2,236966,44159
2023-05-29,FC_FRA_3,214615,33495
2023-05-29,FC_FRA_4,142585,26878
2023-05-29,FC_KOR_1,220198,29596
2023-05-29,FC_KOR_2,180536,32956
2023-05-29,FC_KOR_3,196197,21261
2023-05-29,FC_KOR_4,230645,27337
2023-05-29,FC_JPN_1,167414,22618
2023-05-29,FC_JPN_2,135247,25876
2023-05-29,FC_JPN_3,223530,40088
2023-05-29,FC_JPN_4,213167,37119
2023-05-29,FC_GBR_1,194510,23408
2023-05-29,FC_GBR_2,232617,27937
2023-05-29,FC_GBR_3,142967,26072
2023-05-29,FC_GBR_4,225126,30288
2023-05-29,FC_CAN_1,191974,27733
2023-05-29,FC_CAN_2,249677,41095
2023-05-29,FC_CAN_3,174925,29545
2023-05-29,FC_CAN_4,196618,25167
2023-05-29,FC_AUS_1,127236,19330
2023-05-29,FC_AUS_2,237276,33278
2023-05-29,FC_AUS_3,158147,21940
2023-05-29,FC_AUS_4,239859,28113
2023-05-29,FC_BRA_1,168259,27349
2023-05-29,FC_BRA_2,128384,15384
2023-05-29,FC_BRA_3,221576,24189
2023-05-29,FC_BRA_4,228775,42638
2023-05-29,FC_ZAF_1,213995,42276
2023-05-29,FC_ZAF_2,236160,41338
2023-05-29,FC_ZAF_3,230044,24465
2023-05-29,FC_ZAF_4,184763,31152
2023-06-05,FC_USA_1,211929,36475
2023-06-05,FC_USA_2,172967,18322
2023-06-05,FC_USA_3,230202,40319
2023-06-05,FC_USA_4,140311,18390
2023-06-05,FC_DEU_1,244708,26936
2023-06-05,FC_DEU_2,249835,25824
2023-06-05,FC_DEU_3,141289,20729
2023-06-05,FC_DEU_4,128395,14930
2023-06-05,FC_FRA_1,143658,20866
2023-06-05,FC_FRA_2,157735,27942
2023-06-05,FC_FRA_3,237750,25019
2023-06-05,FC_FRA_4,214031,29278
2023-06-05,FC_KOR_1,192640,36217
2023-06-05,FC_KOR_2,197700,22065
2023-06-05,FC_KOR_3,180132,35545
2023-06-05,FC_KOR_4,235209,31007
2023-06-05,FC_JPN_1,179740,27064
2023-06-05,FC_JPN_2,216096,37104
2023-06-05,FC_JPN_3,136635,17402
2023-06-05,FC_JPN_4,235945,38736
2023-06-05,FC_GBR_1,220377,25396
2023-06-05,FC_GBR_2,203164,36760
2023-06-05,FC_GBR_3,219920,28540
2023-06-05,FC_GBR_4,190736,33315
2023-06-05,FC_CAN_1,240512,47851
2023-06-05,FC_CAN_2,199910,21726
2023-06-05,FC_CAN_3,226636,22777
2023-06-05,FC_CAN_4,218387,27438
2023-06-05,FC_AUS_1,137226,22600
2023-06-05,FC_AUS_2,236188,40922
2023-06-05,FC_AUS_3,199267,32056
2023-06-05,FC_AUS_4,207189,24458
2023-06-05,FC_BRA_1,239886,43978
2023-06-05,FC_BRA_2,206648,36890
2023-06-05,FC_BRA_3,166324,32442
2023-06-05,FC_BRA_4,178075,26492
2023-06-05,FC_ZAF_1,179062,26253
2023-06-05,FC_ZAF_2,232031,34614
2023-06-05,FC_ZAF_3,186845,22446
2023-06-05,FC_ZAF_4,169669,24130
2023-06-12,FC_USA_1,216707,30154
2023-06-12,FC_USA_2,136115,14801
2023-06-12,FC_USA_3,167234,17665
2023-06-12,FC_USA_4,152115,18334
2023-06-12,FC_DEU_1,156200,22317
2023-06-12,FC_DEU_2,159543,25633
2023-06-12,FC_DEU_3,221905,22574
2023-06-12,FC_DEU_4,193152,25596
2023-06-12,FC_FRA_1,137018,22461
2023-06-12,FC_FRA_2,151635,16691
2023-06-12,FC_FRA_3,185775,32187
2023-06-12,FC_FRA_4,167309,28986
2023-06-12,FC_KOR_1,189707,25842
2023-06-12,FC_KOR_2,136448,26180
2023-06-12,FC_KOR_3,138793,21649
2023-06-12,FC_KOR_4,153343,19452
2023-06-12,FC_JPN_1,202654,25376
2023-06-12,FC_JPN_2,204920,32886
2023-06-12,FC_JPN_3,220826,34219
2023-06-12,FC_JPN_4,176929,33208
2023-06-12,FC_GBR_1,124831,23932
2023-06-12,FC_GBR_2,131842,15343
2023-06-12,FC_GBR_3,131465,15610
2023-06-12,FC_GBR_4,201206,30609
2023-06-12,FC_CAN_1,172817,22085
2023-06-12,FC_CAN_2,171902,25893
2023-06-12,FC_CAN_3,124916,13618
2023-06-12,FC_CAN_4,218622,23025
2023-06-12,FC_AUS_1,162836,23648
2023-06-12,FC_AUS_2,193856,21752
2023-06-12,FC_AUS_3,235981,35344
2023-06-12,FC_AUS_4,249740,47009
2023-06-12,FC_BRA_1,229346,25223
2023-06-12,FC_BRA_2,202235,36208
2023-06-12,FC_BRA_3,229902,24576
2023-06-12,FC_BRA_4,223742,38737
2023-06-12,FC_ZAF_1,122975,14221
2023-06-12,FC_ZAF_2,152207,22713
2023-06-12,FC_ZAF_3,240973,40194
2023-06-12,FC_ZAF_4,202981,24231
2023-06-19,FC_USA_1,171444,32845
2023-06-19,FC_USA_2,162777,18741
2023-06-19,FC_USA_3,163887,18805
2023-06-19,FC_USA_4,183560,18718
2023-06-19,FC_DEU_1,245779,34088
2023-06-19,FC_DEU_2,200020,21941
2023-06-19,FC_DEU_3,181148,29748
2023-06-19,FC_DEU_4,248412,43464
2023-06-19,FC_FRA_1,227515,40615
2023-06-19,FC_FRA_2,174842,34604
2023-06-19,FC_FRA_3,215347,26196
2023-06-19,FC_FRA_4,188278,32460
2023-06-19,FC_KOR_1,247345,41885
2023-06-19,FC_KOR_2,176865,20558
2023-06-19,FC_KOR_3,151749,24745
2023-06-19,FC_KOR_4,190095,36197
2023-06-19,FC_JPN_1,158381,16468
2023-06-19,FC_JPN_2,160925,25592
2023-06-19,FC_JPN_3,241747,33020
2023-06-19,FC_JPN_4,236811,26497
2023-06-19,FC_GBR_1,248611,39479
2023-06-19,FC_GBR_2,237723,32298
2023-06-19,FC_GBR_3,159942,28579
2023-06-19,FC_GBR_4,128889,17923
2023-06-19,FC_CAN_1,193080,27061
2023-06-19,FC_CAN_2,243617,41779
2023-06-19,FC_CAN_3,137327,25029
2023-06-19,FC_CAN_4,173709,24530
2023-06-19,FC_AUS_1,154393,20700
2023-06-19,FC_AUS_2,120151,16065
2023-06-19,FC_AUS_3,146091,28382
2023-06-19,FC_AUS_4,240982,29647
2023-06-19,FC_BRA_1,228258,27268
2023-06-19,FC_BRA_2,229053,43915
2023-06-19,FC_BRA_3,183421,23009
2023-06-19,FC_BRA_4,204152,37951
2023-06-19,FC_ZAF_1,184812,27546
2023-06-19,FC_ZAF_2,213474,27110
2023-06-19,FC_ZAF_3,242553,24986
2023-06-19,FC_ZAF_4,214899,39779
2023-06-26,FC_USA_1,205049,40343
2023-06-26,FC_USA_2,126263,15560
2023-06-26,FC_USA_3,180382,21043
2023-06-26,FC_USA_4,139316,14617
2023-06-26,FC_DEU_1,123437,16563
2023-06-26,FC_DEU_2,219044,41233
2023-06-26,FC_DEU_3,139453,19839
2023-06-26,FC_DEU_4,120846,14527
2023-06-26,FC_FRA_1,215857,23001
2023-06-26,FC_FRA_2,167932,32338
2023-06-26,FC_FRA_3,199037,31114
2023-06-26,FC_FRA_4,129190,15346
2023-06-26,FC_KOR_1,174849,26293
2023-06-26,FC_KOR_2,156489,28685
2023-06-26,FC_KOR_3,195863,38902
2023-06-26,FC_KOR_4,169180,29294
2023-06-26,FC_JPN_1,240513,44107
2023-06-26,FC_JPN_2,242856,45698
2023-06-26,FC_JPN_3,230888,41425
2023-06-26,FC_JPN_4,200804,29123
2023-06-26,FC_GBR_1,192886,24919
2023-06-26,FC_GBR_2,221907,28461
2023-06-26,FC_GBR_3,163173,19157
2023-06-26,FC_GBR_4,175922,18659
2023-06-26,FC_CAN_1,120049,13860
2023-06-26,FC_CAN_2,234311,33505
2023-06-26,FC_CAN_3,169197,26830
2023-06-26,FC_CAN_4,161869,17184
2023-06-26,FC_AUS_1,189639,31373
2023-06-26,FC_AUS_2,168360,21092
2023-06-26,FC_AUS_3,125999,16195
2023-06-26,FC_AUS_4,191178,23486
2023-06-26,FC_BRA_1,237955,42670
2023-06-26,FC_BRA_2,228026,28678
2023-06-26,FC_BRA_3,160859,22823
2023-06-26,FC_BRA_4,122106,13690
2023-06-26,FC_ZAF_1,151255,27440
2023-06-26,FC_ZAF_2,154802,28095
2023-06-26,FC_ZAF_3,208535,27142
2023-06-26,FC_ZAF_4,155531,16325
2023-07-03,FC_USA_1,219218,35627
2023-07-03,FC_USA_2,245581,45985
2023-07-03,FC_USA_3,153990,16858
2023-07-03,FC_USA_4,229649,45413
2023-07-03,FC_DEU_1,157515,29648
2023-07-03,FC_DEU_2,204986,30808
2023-07-03,FC_DEU_3,196400,21785
2023-07-03,FC_DEU_4,188150,30525
2023-07-03,FC_FRA_1,227970,24603
2023-07-03,FC_FRA_2,201573,28579
2023-07-03,FC_FRA_3,151748,28895
2023-07-03,FC_FRA_4,142070,20352
2023-07-03,FC_KOR_1,230356,29149
2023-07-03,FC_KOR_2,227991,40597
2023-07-03,FC_KOR_3,180563,28833
2023-07-03,FC_KOR_4,208910,24207
2023-07-03,FC_JPN_1,168522,16934
2023-07-03,FC_JPN_2,190918,37095
2023-07-03,FC_JPN_3,201187,28064
2023-07-03,FC_JPN_4,246225,40549
2023-07-03,FC_GBR_1,181887,27676
2023-07-03,FC_GBR_2,241439,43021
2023-07-03,FC_GBR_3,202161,37136
2023-07-03,FC_GBR_4,182268,26348
2023-07-03,FC_CAN_1,226147,43136
2023-07-03,FC_CAN_2,165424,21581
2023-07-03,FC_CAN_3,122980,12518
2023-07-03,FC_CAN_4,210798,23842
2023-07-03,FC_AUS_1,247670,29534
2023-07-03,FC_AUS_2,227869,44536
2023-07-03,FC_AUS_3,122950,16466
2023-07-03,FC_AUS_4,167599,30154
2023-07-03,FC_BRA_1,207714,25400
2023-07-03,FC_BRA_2,123962,18515
2023-07-03,FC_BRA_3,197308,21377
2023-07-03,FC_BRA_4,180057,31984
2023-07-03,FC_ZAF_1,190452,34606
2023-07-03,FC_ZAF_2,129266,15464
2023-07-03,FC_ZAF_3,125858,14393
2023-07-03,FC_ZAF_4,157641,25808
2023-07-10,FC_USA_1,126113,14792
2023-07-10,FC_USA_2,196337,33147
2023-07-10,FC_USA_3,245621,26297
2023-07-10,FC_USA_4,239094,32116
2023-07-10,FC_DEU_1,137045,23260
2023-07-10,FC_DEU_2,197412,32140
2023-07-10,FC_DEU_3,226098,25324
2023-07-10,FC_DEU_4,245956,33588
2023-07-10,FC_FRA_1,177716,29428
2023-07-10,FC_FRA_2,159292,29501
2023-07-10,FC_FRA_3,236092,44785
2023-07-10,FC_FRA_4,221522,35884
2023-07-10,FC_KOR_1,163595,23973
2023-07-10,FC_KOR_2,183046,21531
2023-07-10,FC_KOR_3,224558,33905
2023-07-10,FC_KOR_4,245418,44536
2023-07-10,FC_JPN_1,206090,34018
2023-07-10,FC_JPN_2,194010,30935
2023-07-10,FC_JPN_3,196622,31307
2023-07-10,FC_JPN_4,218398,29114
2023-07-10,FC_GBR_1,155187,16895
2023-07-10,FC_GBR_2,161404,22191
2023-07-10,FC_GBR_3,218418,31912
2023-07-10,FC_GBR_4,162817,26428
2023-07-10,FC_CAN_1,248970,33057
2023-07-10,FC_CAN_2,232585,45960
2023-07-10,FC_CAN_3,177675,23593
2023-07-10,FC_CAN_4,197718,38068
2023-07-10,FC_AUS_1,176004,24745
2023-07-10,FC_AUS_2,163932,20507
2023-07-10,FC_AUS_3,192882,26645
2023-07-10,FC_AUS_4,125253,15223
2023-07-10,FC_BRA_1,238811,46792
2023-07-10,FC_BRA_2,175970,32918
2023-07-10,FC_BRA_3,219659,35444
2023-07-10,FC_BRA_4,210684,41925
2023-07-10,FC_ZAF_1,231556,32163
2023-07-10,FC_ZAF_2,164774,27342
2023-07-10,FC_ZAF_3,224339,32731
2023-07-10,FC_ZAF_4,173320,24510
2023-07-17,FC_USA_1,159273,25966
2023-07-17,FC_USA_2,196798,34662
2023-07-17,FC_USA_3,193463,26520
2023-07-17,FC_USA_4,229090,40550
2023-07-17,FC_DEU_1,235045,25498
2023-07-17,FC_DEU_2,126999,22368
2023-07-17,FC_DEU_3,216995,37520
2023-07-17,FC_DEU_4,139225,27124
2023-07-17,FC_FRA_1,170252,29029
2023-07-17,FC_FRA_2,205393,39802
2023-07-17,FC_FRA_3,212439,29359
2023-07-17,FC_FRA_4,140320,20243
2023-07-17,FC_KOR_1,228973,38982
2023-07-17,FC_KOR_2,138759,22333
2023-07-17,FC_KOR_3,174111,26767
2023-07-17,FC_KOR_4,205950,35244
2023-07-17,FC_JPN_1,213256,24268
2023-07-17,FC_JPN_2,222905,32730
2023-07-17,FC_JPN_3,121695,20237
2023-07-17,FC_JPN_4,214383,23703
2023-07-17,FC_GBR_1,222412,38183
2023-07-17,FC_GBR_2,176854,25664
2023-07-17,FC_GBR_3,206698,25569
2023-07-17,FC_GBR_4,199796,24428
2023-07-17,FC_CAN_1,122847,20856
2023-07-17,FC_CAN_2,141781,17606
2023-07-17,FC_CAN_3,161332,21750
2023-07-17,FC_CAN_4,218701,26109
2023-07-17,FC_AUS_1,133831,16284
2023-07-17,FC_AUS_2,190806,32479
2023-07-17,FC_AUS_3,212840,39399
2023-07-17,FC_AUS_4,214473,41509
2023-07-17,FC_BRA_1,120191,21055
2023-07-17,FC_BRA_2,173087,27335
2023-07-17,FC_BRA_3,156430,16153
2023-07-17,FC_BRA_4,164065,19281
2023-07-17,FC_ZAF_1,165836,26628
2023-07-17,FC_ZAF_2,128035,19967
2023-07-17,FC_ZAF_3,142378,22428
2023-07-17,FC_ZAF_4,144008,27110
2023-07-24,FC_USA_1,187157,24898
2023-07-24,FC_USA_2,207953,21004
2023-07-24,FC_USA_3,182725,24959
2023-07-24,FC_USA_4,223477,25999
2023-07-24,FC_DEU_1,161095,22423
2023-07-24,FC_DEU_2,186030,30165
2023-07-24,FC_DEU_3,125945,16467
2023-07-24,FC_DEU_4,137329,25975
2023-07-24,FC_FRA_1,150708,16660
2023-07-24,FC_FRA_2,121760,23941
2023-07-24,FC_FRA_3,215224,29313
2023-07-24,FC_FRA_4,157858,29640
2023-07-24,FC_KOR_1,142372,16532
2023-07-24,FC_KOR_2,176593,29431
2023-07-24,FC_KOR_3,120593,14497
2023-07-24,FC_KOR_4,249371,32002
2023-07-24,FC_JPN_1,153761,29399
2023-07-24,FC_JPN_2,220943,38302
2023-07-24,FC_JPN_3,129138,21598
2023-07-24,FC_JPN_4,224565,40212
2023-07-24,FC_GBR_1,138554,18360
2023-07-24,FC_GBR_2,218012,22451
2023-07-24,FC_GBR_3,155008,15899
2023-07-24,FC_GBR_4,137347,25370
2023-07-24,FC_CAN_1,144193,22899
2023-07-24,FC_CAN_2,214063,36291
2023-07-24,FC_CAN_3,236642,24570
2023-07-24,FC_CAN_4,213802,25351
2023-07-24,FC_AUS_1,160527,28171
2023-07-24,FC_AUS_2,124792,20080
2023-07-24,FC_AUS_3,237419,27067
2023-07-24,FC_AUS_4,135782,14243
2023-07-24,FC_BRA_1,159377,22043
2023-07-24,FC_BRA_2,188220,32296
2023-07-24,FC_BRA_3,179011,31665
2023-07-24,FC_BRA_4,229207,44616
2023-07-24,FC_ZAF_1,229455,41021
2023-07-24,FC_ZAF_2,214395,32794
2023-07-24,FC_ZAF_3,177280,23655
2023-07-24,FC_ZAF_4,122010,20805
2023-07-31,FC_USA_1,179264,27076
2023-07-31,FC_USA_2,178938,27638
2023-07-31,FC_USA_3,190437,20509
2023-07-31,FC_USA_4,189562,32044
2023-07-31,FC_DEU_1,241806,40229
2023-07-31,FC_DEU_2,211665,24978
2023-07-31,FC_DEU_3,225503,39583
2023-07-31,FC_DEU_4,135011,18682
2023-07-31,FC_FRA_1,126531,14985
2023-07-31,FC_FRA_2,228727,24648
2023-07-31,FC_FRA_3,216706,31208
2023-07-31,FC_FRA_4,210553,25689
2023-07-31,FC_KOR_1,141680,20128
2023-07-31,FC_KOR_2,157329,17464
2023-07-31,FC_KOR_3,236028,27332
2023-07-31,FC_KOR_4,198510,37670
2023-07-31,FC_JPN_1,207403,37494
2023-07-31,FC_JPN_2,151257,28142
2023-07-31,FC_JPN_3,172078,29515
2023-07-31,FC_JPN_4,124402,14679
2023-07-31,FC_GBR_1,136334,23458
2023-07-31,FC_GBR_2,196825,19853
2023-07-31,FC_GBR_3,244776,35032
2023-07-31,FC_GBR_4,225323,42086
2023-07-31,FC_CAN_1,133549,19128
2023-07-31,FC_CAN_2,129328,20848
2023-07-31,FC_CAN_3,224555,28634
2023-07-31,FC_CAN_4,200028,27674
2023-07-31,FC_AUS_1,233633,25906
2023-07-31,FC_AUS_2,231916,37310
2023-07-31,FC_AUS_3,243733,45654
2023-07-31,FC_AUS_4,240380,43118
2023-07-31,FC_BRA_1,144157,28016
2023-07-31,FC_BRA_2,148515,21472
2023-07-31,FC_BRA_3,196269,36184
2023-07-31,FC_BRA_4,123315,17978
2023-07-31,FC_ZAF_1,213059,37984
2023-07-31,FC_ZAF_2,183185,34726
2023-07-31,FC_ZAF_3,158560,19501
2023-07-31,FC_ZAF_4,177133,22862
2023-08-07,FC_USA_1,126028,14873
2023-08-07,FC_USA_2,242635,40606
2023-08-07,FC_USA_3,171994,30993
2023-08-07,FC_USA_4,148677,26799
2023-08-07,FC_DEU_1,206147,25423
2023-08-07,FC_DEU_2,219718,25944
2023-08-07,FC_DEU_3,125659,16872
2023-08-07,FC_DEU_4,235153,34383
2023-08-07,FC_FRA_1,218391,30720
2023-08-07,FC_FRA_2,240092,43237
2023-08-07,FC_FRA_3,129357,25217
2023-08-07,FC_FRA_4,191503,23202
2023-08-07,FC_KOR_1,129547,24342
2023-08-07,FC_KOR_2,149226,22040
2023-08-07,FC_KOR_3,232652,25646
2023-08-07,FC_KOR_4,247035,29583
2023-08-07,FC_JPN_1,154172,16088
2023-08-07,FC_JPN_2,229846,41715
2023-08-07,FC_JPN_3,131685,15067
2023-08-07,FC_JPN_4,140659,22346
2023-08-07,FC_GBR_1,205877,37596
2023-08-07,FC_GBR_2,126886,20836
2023-08-07,FC_GBR_3,211914,28091
2023-08-07,FC_GBR_4,125605,19869
2023-08-07,FC_CAN_1,174565,33193
2023-08-07,FC_CAN_2,171585,30345
2023-08-07,FC_CAN_3,121851,15470
2023-08-07,FC_CAN_4,242715,44573
2023-08-07,FC_AUS_1,229846,30959
2023-08-07,FC_AUS_2,185767,20576
2023-08-07,FC_AUS_3,172719,17975
2023-08-07,FC_AUS_4,178236,32832
2023-08-07,FC_BRA_1,160163,17014
2023-08-07,FC_BRA_2,218557,40354
2023-08-07,FC_BRA_3,188176,27811
2023-08-07,FC_BRA_4,185000,22638
2023-08-07,FC_ZAF_1,201325,24102
2023-08-07,FC_ZAF_2,153805,25615
2023-08-07,FC_ZAF_3,162094,28478
2023-08-07,FC_ZAF_4,240958,28861
