date,country,season
2023-12-04,DEU,Winter
2023-12-04,FRA,Winter
2023-12-04,KOR,Winter
2023-12-04,JPN,Winter
2023-12-04,GBR,Winter
2023-12-04,CAN,Winter
2023-12-04,AUS,Summer
2023-12-04,BRA,Summer
2023-12-04,ZAF,Summer
2023-12-05,USA,Winter
2023-12-05,DEU,Winter
2023-12-05,FRA,Winter
2023-12-05,KOR,Winter
2023-12-05,JPN,Winter
2023-12-05,GBR,Winter
2023-12-05,CAN,Winter
2023-12-05,AUS,Summer
2023-12-05,BRA,Summer
2023-12-05,ZAF,Summer
2023-12-06,USA,Winter
2023-12-06,DEU,Winter
2023-12-06,FRA,Winter
2023-12-06,KOR,Winter
2023-12-06,JPN,Winter
2023-12-06,GBR,Winter
2023-12-06,CAN,Winter
2023-12-06,AUS,Summer
2023-12-06,BRA,Summer
2023-12-06,ZAF,Summer
2023-12-07,USA,Winter
2023-12-07,DEU,Winter
2023-12-07,FRA,Winter
2023-12-07,KOR,Winter
2023-12-07,JPN,Winter
2023-12-07,GBR,Winter
2023-12-07,CAN,Winter
2023-12-07,AUS,Summer
2023-12-07,BRA,Summer
2023-12-07,ZAF,Summer
2023-12-08,USA,Winter
2023-12-08,DEU,Winter
2023-12-08,FRA,Winter
2023-12-08,KOR,Winter
2023-12-08,JPN,Winter
2023-12-08,GBR,Winter
2023-12-08,CAN,Winter
2023-12-08,AUS,Summer
2023-12-08,BRA,Summer
2023-12-08,ZAF,Summer
2023-12-09,USA,Winter
2023-12-09,DEU,Winter
2023-12-09,FRA,Winter
2023-12-09,KOR,Winter
2023-12-09,JPN,Winter
2023-12-09,GBR,Winter
2023-12-09,CAN,Winter
2023-12-09,AUS,Summer
2023-12-09,BRA,Summer
2023-12-09,ZAF,Summer
2023-12-10,USA,Winter
2023-12-10,DEU,Winter
2023-12-10,FRA,Winter
2023-12-10,KOR,Winter
2023-12-10,JPN,Winter
2023-12-10,GBR,Winter
2023-12-10,CAN,Winter
2023-12-10,AUS,Summer
2023-12-10,BRA,Summer
2023-12-10,ZAF,Summer
2023-12-11,USA,Winter
2023-12-11,DEU,Winter
2023-12-11,FRA,Winter
2023-12-11,KOR,Winter
2023-12-11,JPN,Winter
2023-12-11,GBR,Winter
2023-12-11,CAN,Winter
2023-12-11,AUS,Summer
2023-12-11,BRA,Summer
2023-12-11,ZAF,Summer
2023-12-12,USA,Winter
2023-12-12,DEU,Winter
2023-12-12,FRA,Winter
2023-12-12,KOR,Winter
2023-12-12,JPN,Winter
2023-12-12,GBR,Winter
2023-12-12,CAN,Winter
2023-12-12,AUS,Summer
2023-12-12,BRA,Summer
2023-12-12,ZAF,Summer
2023-12-13,USA,Winter
2023-12-13,DEU,Winter
2023-12-13,FRA,Winter
2023-12-13,KOR,Winter
2023-12-13,JPN,Winter
2023-12-13,GBR,Winter
2023-12-13,CAN,Winter
2023-12-13,AUS,Summer
2023-12-13,BRA,Summer
2023-12-13,ZAF,Summer
2023-12-14,USA,Winter
2023-12-14,DEU,Winter
2023-12-14,FRA,Winter
2023-12-14,KOR,Winter
2023-12-14,JPN,Winter
2023-12-14,GBR,Winter
2023-12-14,CAN,Winter
2023-12-14,AUS,Summer
2023-12-14,BRA,Summer
2023-12-14,ZAF,Summer
2023-12-15,USA,Winter
2023-12-15,DEU,Winter
2023-12-15,FRA,Winter
2023-12-15,KOR,Winter
2023-12-15,JPN,Winter
2023-12-15,GBR,Winter
2023-12-15,CAN,Winter
2023-12-15,AUS,Summer
2023-12-15,BRA,Summer
2023-12-15,ZAF,Summer
2023-12-16,USA,Winter
2023-12-16,DEU,Winter
2023-12-16,FRA,Winter
2023-12-16,KOR,Winter
2023-12-16,JPN,Winter
2023-12-16,GBR,Winter
2023-12-16,CAN,Winter
2023-12-16,AUS,Summer
2023-12-16,BRA,Summer
2023-12-16,ZAF,Summer
2023-12-17,USA,Winter
2023-12-17,DEU,Winter
2023-12-17,FRA,Winter
2023-12-17,KOR,Winter
2023-12-17,JPN,Winter
2023-12-17,GBR,Winter
2023-12-17,CAN,Winter
2023-12-17,AUS,Summer
2023-12-17,BRA,Summer
2023-12-17,ZAF,Summer
2023-12-18,USA,Winter
2023-12-18,DEU,Winter
2023-12-18,FRA,Winter
2023-12-18,KOR,Winter
2023-12-18,JPN,Winter
2023-12-18,GBR,Winter
2023-12-18,CAN,Winter
2023-12-18,AUS,Summer
2023-12-18,BRA,Summer
2023-12-18,ZAF,Summer
2023-12-19,USA,Winter
2023-12-19,DEU,Winter
2023-12-19,FRA,Winter
2023-12-19,KOR,Winter
2023-12-19,JPN,Winter
2023-12-19,GBR,Winter
2023-12-19,CAN,Winter
2023-12-19,AUS,Summer
2023-12-19,BRA,Summer
2023-12-19,ZAF,Summer
2023-12-20,USA,Winter
2023-12-20,DEU,Winter
2023-12-20,FRA,Winter
2023-12-20,KOR,Winter
2023-12-20,JPN,Winter
2023-12-20,GBR,Winter
2023-12-20,CAN,Winter
2023-12-20,AUS,Summer
2023-12-20,BRA,Summer
2023-12-20,ZAF,Summer
2023-12-21,USA,Winter
2023-12-21,DEU,Winter
2023-12-21,FRA,Winter
2023-12-21,KOR,Winter
2023-12-21,JPN,Winter
2023-12-21,GBR,Winter
2023-12-21,CAN,Winter
2023-12-21,AUS,Summer
2023-12-21,BRA,Summer
2023-12-21,ZAF,Summer
2023-12-22,USA,Winter
2023-12-22,DEU,Winter
2023-12-22,FRA,Winter
2023-12-22,KOR,Winter
2023-12-22,JPN,Winter
2023-12-22,GBR,Winter
2023-12-22,CAN,Winter
2023-12-22,AUS,Summer
2023-12-22,BRA,Summer
2023-12-22,ZAF,Summer
2023-12-23,USA,Winter
2023-12-23,DEU,Winter
2023-12-23,FRA,Winter
2023-12-23,KOR,Winter
2023-12-23,JPN,Winter
2023-12-23,GBR,Winter
2023-12-23,CAN,Winter
2023-12-23,AUS,Summer
2023-12-23,BRA,Summer
2023-12-23,ZAF,Summer
2023-12-24,USA,Winter
2023-12-24,DEU,Winter
2023-12-24,FRA,Winter
2023-12-24,KOR,Winter
2023-12-24,JPN,Winter
2023-12-24,GBR,Winter
2023-12-24,CAN,Winter
2023-12-24,AUS,Summer
2023-12-24,BRA,Summer
2023-12-24,ZAF,Summer
2023-12-25,USA,Winter
2023-12-25,DEU,Winter
2023-12-25,FRA,Winter
2023-12-25,KOR,Winter
2023-12-25,JPN,Winter
2023-12-25,GBR,Winter
2023-12-25,CAN,Winter
2023-12-25,AUS,Summer
2023-12-25,BRA,Summer
2023-12-25,ZAF,Summer
2023-12-26,USA,Winter
2023-12-26,DEU,Winter
2023-12-26,FRA,Winter
2023-12-26,KOR,Winter
2023-12-26,JPN,Winter
2023-12-26,GBR,Winter
2023-12-26,CAN,Winter
2023-12-26,AUS,Summer
2023-12-26,BRA,Summer
2023-12-26,ZAF,Summer
2023-12-27,USA,Winter
2023-12-27,DEU,Winter
2023-12-27,FRA,Winter
2023-12-27,KOR,Winter
2023-12-27,JPN,Winter
2023-12-27,GBR,Winter
2023-12-27,CAN,Winter
2023-12-27,AUS,Summer
2023-12-27,BRA,Summer
2023-12-27,ZAF,Summer
2023-12-28,USA,Winter
2023-12-28,DEU,Winter
2023-12-28,FRA,Winter
2023-12-28,KOR,Winter
2023-12-28,JPN,Winter
2023-12-28,GBR,Winter
2023-12-28,CAN,Winter
2023-12-28,AUS,Summer
2023-12-28,BRA,Summer
2023-12-28,ZAF,Summer
2023-12-29,USA,Winter
2023-12-29,DEU,Winter
2023-12-29,FRA,Winter
2023-12-29,KOR,Winter
2023-12-29,JPN,Winter
2023-12-29,GBR,Winter
2023-12-29,CAN,Winter
2023-12-29,AUS,Summer
2023-12-29,BRA,Summer
2023-12-29,ZAF,Summer
2023-12-30,USA,Winter
2023-12-30,DEU,Winter
2023-12-30,FRA,Winter
2023-12-30,KOR,Winter
2023-12-30,JPN,Winter
2023-12-30,GBR,Winter
2023-12-30,CAN,Winter
2023-12-30,AUS,Summer
2023-12-30,BRA,Summer
2023-12-30,ZAF,Summer
2023-12-31,USA,Winter
2023-12-31,DEU,Winter
2023-12-31,FRA,Winter
2023-12-31,KOR,Winter
2023-12-31,JPN,Winter
2023-12-31,GBR,Winter
2023-12-31,CAN,Winter
2023-12-31,AUS,Summer
2023-12-31,BRA,Summer
2023-12-31,ZAF,Summer
2024-01-01,USA,Winter
2024-01-01,DEU,Winter
2024-01-01,FRA,Winter
2024-01-01,KOR,Winter
2024-01-01,JPN,Winter
2024-01-01,GBR,Winter
2024-01-01,CAN,Winter
2024-01-01,AUS,Summer
2024-01-01,BRA,Summer
2024-01-01,ZAF,Summer
2024-01-02,USA,Winter
2024-01-02,DEU,Winter
2024-01-02,FRA,Winter
2024-01-02,KOR,Winter
2024-01-02,JPN,Winter
2024-01-02,GBR,Winter
2024-01-02,CAN,Winter
2024-01-02,AUS,Summer
2024-01-02,BRA,Summer
2024-01-02,ZAF,Summer
2024-01-03,USA,Winter
2024-01-03,DEU,Winter
2024-01-03,FRA,Winter
2024-01-03,KOR,Winter
2024-01-03,JPN,Winter
2024-01-03,GBR,Winter
2024-01-03,CAN,Winter
2024-01-03,AUS,Summer
2024-01-03,BRA,Summer
2024-01-03,ZAF,Summer
2024-01-04,USA,Winter
2024-01-04,DEU,Winter
2024-01-04,FRA,Winter
2024-01-04,KOR,Winter
2024-01-04,JPN,Winter
2024-01-04,GBR,Winter
2024-01-04,CAN,Winter
2024-01-04,AUS,Summer
2024-01-04,BRA,Summer
2024-01-04,ZAF,Summer
2024-01-05,USA,Winter
2024-01-05,DEU,Winter
2024-01-05,FRA,Winter
2024-01-05,KOR,Winter
2024-01-05,JPN,Winter
2024-01-05,GBR,Winter
2024-01-05,CAN,Winter
2024-01-05,AUS,Summer
2024-01-05,BRA,Summer
2024-01-05,ZAF,Summer
2024-01-06,USA,Winter
2024-01-06,DEU,Winter
2024-01-06,FRA,Winter
2024-01-06,KOR,Winter
2024-01-06,JPN,Winter
2024-01-06,GBR,Winter
2024-01-06,CAN,Winter
2024-01-06,AUS,Summer
2024-01-06,BRA,Summer
2024-01-06,ZAF,Summer
2024-01-07,USA,Winter
2024-01-07,DEU,Winter
2024-01-07,FRA,Winter
2024-01-07,KOR,Winter
2024-01-07,JPN,Winter
2024-01-07,GBR,Winter
2024-01-07,CAN,Winter
2024-01-07,AUS,Summer
2024-01-07,BRA,Summer
2024-01-07,ZAF,Summer
2024-01-08,USA,Winter
2024-01-08,DEU,Winter
2024-01-08,FRA,Winter
2024-01-08,KOR,Winter
2024-01-08,JPN,Winter
2024-01-08,GBR,Winter
2024-01-08,CAN,Winter
2024-01-08,AUS,Summer
2024-01-08,BRA,Summer
2024-01-08,ZAF,Summer
2024-01-09,USA,Winter
2024-01-09,DEU,Winter
2024-01-09,FRA,Winter
2024-01-09,KOR,Winter
2024-01-09,JPN,Winter
2024-01-09,GBR,Winter
2024-01-09,CAN,Winter
2024-01-09,AUS,Summer
2024-01-09,BRA,Summer
2024-01-09,ZAF,Summer
2024-01-10,USA,Winter
2024-01-10,DEU,Winter
2024-01-10,FRA,Winter
2024-01-10,KOR,Winter
2024-01-10,JPN,Winter
2024-01-10,GBR,Winter
2024-01-10,CAN,Winter
2024-01-10,AUS,Summer
2024-01-10,BRA,Summer
2024-01-10,ZAF,Summer
2024-01-11,USA,Winter
2024-01-11,DEU,Winter
2024-01-11,FRA,Winter
2024-01-11,KOR,Winter
2024-01-11,JPN,Winter
2024-01-11,GBR,Winter
2024-01-11,CAN,Winter
2024-01-11,AUS,Summer
2024-01-11,BRA,Summer
2024-01-11,ZAF,Summer
2024-01-12,USA,Winter
2024-01-12,DEU,Winter
2024-01-12,FRA,Winter
2024-01-12,KOR,Winter
2024-01-12,JPN,Winter
2024-01-12,GBR,Winter
2024-01-12,CAN,Winter
2024-01-12,AUS,Summer
2024-01-12,BRA,Summer
2024-01-12,ZAF,Summer
2024-01-13,USA,Winter
2024-01-13,DEU,Winter
2024-01-13,FRA,Winter
2024-01-13,KOR,Winter
2024-01-13,JPN,Winter
2024-01-13,GBR,Winter
2024-01-13,CAN,Winter
2024-01-13,AUS,Summer
2024-01-13,BRA,Summer
2024-01-13,ZAF,Summer
2024-01-14,USA,Winter
2024-01-14,DEU,Winter
2024-01-14,FRA,Winter
2024-01-14,KOR,Winter
2024-01-14,JPN,Winter
2024-01-14,GBR,Winter
2024-01-14,CAN,Winter
2024-01-14,AUS,Summer
2024-01-14,BRA,Summer
2024-01-14,ZAF,Summer
2024-01-15,USA,Winter
2024-01-15,DEU,Winter
2024-01-15,FRA,Winter
2024-01-15,KOR,Winter
2024-01-15,JPN,Winter
2024-01-15,GBR,Winter
2024-01-15,CAN,Winter
2024-01-15,AUS,Summer
2024-01-15,BRA,Summer
2024-01-15,ZAF,Summer
2024-01-16,USA,Winter
2024-01-16,DEU,Winter
2024-01-16,FRA,Winter
2024-01-16,KOR,Winter
2024-01-16,JPN,Winter
2024-01-16,GBR,Winter
2024-01-16,CAN,Winter
2024-01-16,AUS,Summer
2024-01-16,BRA,Summer
2024-01-16,ZAF,Summer
2024-01-17,USA,Winter
2024-01-17,DEU,Winter
2024-01-17,FRA,Winter
2024-01-17,KOR,Winter
2024-01-17,JPN,Winter
2024-01-17,GBR,Winter
2024-01-17,CAN,Winter
2024-01-17,AUS,Summer
2024-01-17,BRA,Summer
2024-01-17,ZAF,Summer
2024-01-18,USA,Winter
2024-01-18,DEU,Winter
2024-01-18,FRA,Winter
2024-01-18,KOR,Winter
2024-01-18,JPN,Winter
2024-01-18,GBR,Winter
2024-01-18,CAN,Winter
2024-01-18,AUS,Summer
2024-01-18,BRA,Summer
2024-01-18,ZAF,Summer
2024-01-19,USA,Winter
2024-01-19,DEU,Winter
2024-01-19,FRA,Winter
2024-01-19,KOR,Winter
2024-01-19,JPN,Winter
2024-01-19,GBR,Winter
2024-01-19,CAN,Winter
2024-01-19,AUS,Summer
2024-01-19,BRA,Summer
2024-01-19,ZAF,Summer
2024-01-20,USA,Winter
2024-01-20,DEU,Winter
2024-01-20,FRA,Winter
2024-01-20,KOR,Winter
2024-01-20,JPN,Winter
2024-01-20,GBR,Winter
2024-01-20,CAN,Winter
2024-01-20,AUS,Summer
2024-01-20,BRA,Summer
2024-01-20,ZAF,Summer
2024-01-21,USA,Winter
2024-01-21,DEU,Winter
2024-01-21,FRA,Winter
2024-01-21,KOR,Winter
2024-01-21,JPN,Winter
2024-01-21,GBR,Winter
2024-01-21,CAN,Winter
2024-01-21,AUS,Summer
2024-01-21,BRA,Summer
2024-01-21,ZAF,Summer
2024-01-22,USA,Winter
2024-01-22,DEU,Winter
2024-01-22,FRA,Winter
2024-01-22,KOR,Winter
2024-01-22,JPN,Winter
2024-01-22,GBR,Winter
2024-01-22,CAN,Winter
2024-01-22,AUS,Summer
2024-01-22,BRA,Summer
2024-01-22,ZAF,Summer
2024-01-23,USA,Winter
2024-01-23,DEU,Winter
2024-01-23,FRA,Winter
2024-01-23,KOR,Winter
2024-01-23,JPN,Winter
2024-01-23,GBR,Winter
2024-01-23,CAN,Winter
2024-01-23,AUS,Summer
2024-01-23,BRA,Summer
2024-01-23,ZAF,Summer
2024-01-24,USA,Winter
2024-01-24,DEU,Winter
2024-01-24,FRA,Winter
2024-01-24,KOR,Winter
2024-01-24,JPN,Winter
2024-01-24,GBR,Winter
2024-01-24,CAN,Winter
2024-01-24,AUS,Summer
2024-01-24,BRA,Summer
2024-01-24,ZAF,Summer
2024-01-25,USA,Winter
2024-01-25,DEU,Winter
2024-01-25,FRA,Winter
2024-01-25,KOR,Winter
2024-01-25,JPN,Winter
2024-01-25,GBR,Winter
2024-01-25,CAN,Winter
2024-01-25,AUS,Summer
2024-01-25,BRA,Summer
2024-01-25,ZAF,Summer
2024-01-26,USA,Winter
2024-01-26,DEU,Winter
2024-01-26,FRA,Winter
2024-01-26,KOR,Winter
2024-01-26,JPN,Winter
2024-01-26,GBR,Winter
2024-01-26,CAN,Winter
2024-01-26,AUS,Summer
2024-01-26,BRA,Summer
2024-01-26,ZAF,Summer
2024-01-27,USA,Winter
2024-01-27,DEU,Winter
2024-01-27,FRA,Winter
2024-01-27,KOR,Winter
2024-01-27,JPN,Winter
2024-01-27,GBR,Winter
2024-01-27,CAN,Winter
2024-01-27,AUS,Summer
2024-01-27,BRA,Summer
2024-01-27,ZAF,Summer
2024-01-28,USA,Winter
2024-01-28,DEU,Winter
2024-01-28,FRA,Winter
2024-01-28,KOR,Winter
2024-01-28,JPN,Winter
2024-01-28,GBR,Winter
2024-01-28,CAN,Winter
2024-01-28,AUS,Summer
2024-01-28,BRA,Summer
2024-01-28,ZAF,Summer
2024-01-29,USA,Winter
2024-01-29,DEU,Winter
2024-01-29,FRA,Winter
2024-01-29,KOR,Winter
2024-01-29,JPN,Winter
2024-01-29,GBR,Winter
2024-01-29,CAN,Winter
2024-01-29,AUS,Summer
2024-01-29,BRA,Summer
2024-01-29,ZAF,Summer
2024-01-30,USA,Winter
2024-01-30,DEU,Winter
2024-01-30,FRA,Winter
2024-01-30,KOR,Winter
2024-01-30,JPN,Winter
2024-01-30,GBR,Winter
2024-01-30,CAN,Winter
2024-01-30,AUS,Summer
2024-01-30,BRA,Summer
2024-01-30,ZAF,Summer
2024-01-31,USA,Winter
2024-01-31,DEU,Winter
2024-01-31,FRA,Winter
2024-01-31,KOR,Winter
2024-01-31,JPN,Winter
2024-01-31,GBR,Winter
2024-01-31,CAN,Winter
2024-01-31,AUS,Summer
2024-01-31,BRA,Summer
2024-01-31,ZAF,Summer
2024-02-01,USA,Winter
2024-02-01,DEU,Winter
2024-02-01,FRA,Winter
2024-02-01,KOR,Winter
2024-02-01,JPN,Winter
2024-02-01,GBR,Winter
2024-02-01,CAN,Winter
2024-02-01,AUS,Summer
2024-02-01,BRA,Summer
2024-02-01,ZAF,Summer
2024-02-02,USA,Winter
2024-02-02,DEU,Winter
2024-02-02,FRA,Winter
2024-02-02,KOR,Winter
2024-02-02,JPN,Winter
2024-02-02,GBR,Winter
2024-02-02,CAN,Winter
2024-02-02,AUS,Summer
2024-02-02,BRA,Summer
2024-02-02,ZAF,Summer
2024-02-03,USA,Winter
2024-02-03,DEU,Winter
2024-02-03,FRA,Winter
2024-02-03,KOR,Winter
2024-02-03,JPN,Winter
2024-02-03,GBR,Winter
2024-02-03,CAN,Winter
2024-02-03,AUS,Summer
2024-02-03,BRA,Summer
2024-02-03,ZAF,Summer
2024-02-04,USA,Winter
2024-02-04,DEU,Winter
2024-02-04,FRA,Winter
2024-02-04,KOR,Winter
2024-02-04,JPN,Winter
2024-02-04,GBR,Winter
2024-02-04,CAN,Winter
2024-02-04,AUS,Summer
2024-02-04,BRA,Summer
2024-02-04,ZAF,Summer
2024-02-05,USA,Winter
2024-02-05,DEU,Winter
2024-02-05,FRA,Winter
2024-02-05,KOR,Winter
2024-02-05,JPN,Winter
2024-02-05,GBR,Winter
2024-02-05,CAN,Winter
2024-02-05,AUS,Summer
2024-02-05,BRA,Summer
2024-02-05,ZAF,Summer
2024-02-06,USA,Winter
2024-02-06,DEU,Winter
2024-02-06,FRA,Winter
2024-02-06,KOR,Winter
2024-02-06,JPN,Winter
2024-02-06,GBR,Winter
2024-02-06,CAN,Winter
2024-02-06,AUS,Summer
2024-02-06,BRA,Summer
2024-02-06,ZAF,Summer
2024-02-07,USA,Winter
2024-02-07,DEU,Winter
2024-02-07,FRA,Winter
2024-02-07,KOR,Winter
2024-02-07,JPN,Winter
2024-02-07,GBR,Winter
2024-02-07,CAN,Winter
2024-02-07,AUS,Summer
2024-02-07,BRA,Summer
2024-02-07,ZAF,Summer
2024-02-08,USA,Winter
2024-02-08,DEU,Winter
2024-02-08,FRA,Winter
2024-02-08,KOR,Winter
2024-02-08,JPN,Winter
2024-02-08,GBR,Winter
2024-02-08,CAN,Winter
2024-02-08,AUS,Summer
2024-02-08,BRA,Summer
2024-02-08,ZAF,Summer
2024-02-09,USA,Winter
2024-02-09,DEU,Winter
2024-02-09,FRA,Winter
2024-02-09,KOR,Winter
2024-02-09,JPN,Winter
2024-02-09,GBR,Winter
2024-02-09,CAN,Winter
2024-02-09,AUS,Summer
2024-02-09,BRA,Summer
2024-02-09,ZAF,Summer
2024-02-10,USA,Winter
2024-02-10,DEU,Winter
2024-02-10,FRA,Winter
2024-02-10,KOR,Winter
2024-02-10,JPN,Winter
2024-02-10,GBR,Winter
2024-02-10,CAN,Winter
2024-02-10,AUS,Summer
2024-02-10,BRA,Summer
2024-02-10,ZAF,Summer
2024-02-11,USA,Winter
2024-02-11,DEU,Winter
2024-02-11,FRA,Winter
2024-02-11,KOR,Winter
2024-02-11,JPN,Winter
2024-02-11,GBR,Winter
2024-02-11,CAN,Winter
2024-02-11,AUS,Summer
2024-02-11,BRA,Summer
2024-02-11,ZAF,Summer
2024-02-12,USA,Winter
2024-02-12,DEU,Winter
2024-02-12,FRA,Winter
2024-02-12,KOR,Winter
2024-02-12,JPN,Winter
2024-02-12,GBR,Winter
2024-02-12,CAN,Winter
2024-02-12,AUS,Summer
2024-02-12,BRA,Summer
2024-02-12,ZAF,Summer
2024-02-13,USA,Winter
2024-02-13,DEU,Winter
2024-02-13,FRA,Winter
2024-02-13,KOR,Winter
2024-02-13,JPN,Winter
2024-02-13,GBR,Winter
2024-02-13,CAN,Winter
2024-02-13,AUS,Summer
2024-02-13,BRA,Summer
2024-02-13,ZAF,Summer
2024-02-14,USA,Winter
2024-02-14,DEU,Winter
2024-02-14,FRA,Winter
2024-02-14,KOR,Winter
2024-02-14,JPN,Winter
2024-02-14,GBR,Winter
2024-02-14,CAN,Winter
2024-02-14,AUS,Summer
2024-02-14,BRA,Summer
2024-02-14,ZAF,Summer
2024-02-15,USA,Winter
2024-02-15,DEU,Winter
2024-02-15,FRA,Winter
2024-02-15,KOR,Winter
2024-02-15,JPN,Winter
2024-02-15,GBR,Winter
2024-02-15,CAN,Winter
2024-02-15,AUS,Summer
2024-02-15,BRA,Summer
2024-02-15,ZAF,Summer
2024-02-16,USA,Winter
2024-02-16,DEU,Winter
2024-02-16,FRA,Winter
2024-02-16,KOR,Winter
2024-02-16,JPN,Winter
2024-02-16,GBR,Winter
2024-02-16,CAN,Winter
2024-02-16,AUS,Summer
2024-02-16,BRA,Summer
2024-02-16,ZAF,Summer
2024-02-17,USA,Winter
2024-02-17,DEU,Winter
2024-02-17,FRA,Winter
2024-02-17,KOR,Winter
2024-02-17,JPN,Winter
2024-02-17,GBR,Winter
2024-02-17,CAN,Winter
2024-02-17,AUS,Summer
2024-02-17,BRA,Summer
2024-02-17,ZAF,Summer
2024-02-18,USA,Winter
2024-02-18,DEU,Winter
2024-02-18,FRA,Winter
2024-02-18,KOR,Winter
2024-02-18,JPN,Winter
2024-02-18,GBR,Winter
2024-02-18,CAN,Winter
2024-02-18,AUS,Summer
2024-02-18,BRA,Summer
2024-02-18,ZAF,Summer
2024-02-19,USA,Winter
2024-02-19,DEU,Winter
2024-02-19,FRA,Winter
2024-02-19,KOR,Winter
2024-02-19,JPN,Winter
2024-02-19,GBR,Winter
2024-02-19,CAN,Winter
2024-02-19,AUS,Summer
2024-02-19,BRA,Summer
2024-02-19,ZAF,Summer
2024-02-20,USA,Winter
2024-02-20,DEU,Winter
2024-02-20,FRA,Winter
2024-02-20,KOR,Winter
2024-02-20,JPN,Winter
2024-02-20,GBR,Winter
2024-02-20,CAN,Winter
2024-02-20,AUS,Summer
2024-02-20,BRA,Summer
2024-02-20,ZAF,Summer
2024-02-21,USA,Winter
2024-02-21,DEU,Winter
2024-02-21,FRA,Winter
2024-02-21,KOR,Winter
2024-02-21,JPN,Winter
2024-02-21,GBR,Winter
2024-02-21,CAN,Winter
2024-02-21,AUS,Summer
2024-02-21,BRA,Summer
2024-02-21,ZAF,Summer
2024-02-22,USA,Winter
2024-02-22,DEU,Winter
2024-02-22,FRA,Winter
2024-02-22,KOR,Winter
2024-02-22,JPN,Winter
2024-02-22,GBR,Winter
2024-02-22,CAN,Winter
2024-02-22,AUS,Summer
2024-02-22,BRA,Summer
2024-02-22,ZAF,Summer
2024-02-23,USA,Winter
2024-02-23,DEU,Winter
2024-02-23,FRA,Winter
2024-02-23,KOR,Winter
2024-02-23,JPN,Winter
2024-02-23,GBR,Winter
2024-02-23,CAN,Winter
2024-02-23,AUS,Summer
2024-02-23,BRA,Summer
2024-02-23,ZAF,Summer
2024-02-24,USA,Winter
2024-02-24,DEU,Winter
2024-02-24,FRA,Winter
2024-02-24,KOR,Winter
2024-02-24,JPN,Winter
2024-02-24,GBR,Winter
2024-02-24,CAN,Winter
2024-02-24,AUS,Summer
2024-02-24,BRA,Summer
2024-02-24,ZAF,Summer
2024-02-25,USA,Winter
2024-02-25,DEU,Winter
2024-02-25,FRA,Winter
2024-02-25,KOR,Winter
2024-02-25,JPN,Winter
2024-02-25,GBR,Winter
2024-02-25,CAN,Winter
2024-02-25,AUS,Summer
2024-02-25,BRA,Summer
2024-02-25,ZAF,Summer
2024-02-26,USA,Winter
2024-02-26,DEU,Winter
2024-02-26,FRA,Winter
2024-02-26,KOR,Winter
2024-02-26,JPN,Winter
2024-02-26,GBR,Winter
2024-02-26,CAN,Winter
2024-02-26,AUS,Summer
2024-02-26,BRA,Summer
2024-02-26,ZAF,Summer
2024-02-27,USA,Winter
2024-02-27,DEU,Winter
2024-02-27,FRA,Winter
2024-02-27,KOR,Winter
2024-02-27,JPN,Winter
2024-02-27,GBR,Winter
2024-02-27,CAN,Winter
2024-02-27,AUS,Summer
2024-02-27,BRA,Summer
2024-02-27,ZAF,Summer
2024-02-28,USA,Winter
2024-02-28,DEU,Winter
2024-02-28,FRA,Winter
2024-02-28,KOR,Winter
2024-02-28,JPN,Winter
2024-02-28,GBR,Winter
2024-02-28,CAN,Winter
2024-02-28,AUS,Summer
2024-02-28,BRA,Summer
2024-02-28,ZAF,Summer
2024-02-29,USA,Winter
2024-02-29,DEU,Winter
2024-02-29,FRA,Winter
2024-02-29,KOR,Winter
2024-02-29,JPN,Winter
2024-02-29,GBR,Winter
2024-02-29,CAN,Winter
2024-02-29,AUS,Summer
2024-02-29,BRA,Summer
2024-02-29,ZAF,Summer
2024-03-01,USA,Spring
2024-03-01,DEU,Spring
2024-03-01,FRA,Spring
2024-03-01,KOR,Spring
2024-03-01,JPN,Spring
2024-03-01,GBR,Spring
2024-03-01,CAN,Spring
2024-03-01,AUS,Fall
2024-03-01,BRA,Fall
2024-03-01,ZAF,Fall
2024-03-02,USA,Spring
2024-03-02,DEU,Spring
2024-03-02,FRA,Spring
2024-03-02,KOR,Spring
2024-03-02,JPN,Spring
2024-03-02,GBR,Spring
2024-03-02,CAN,Spring
2024-03-02,AUS,Fall
2024-03-02,BRA,Fall
2024-03-02,ZAF,Fall
2024-03-03,USA,Spring
2024-03-03,DEU,Spring
2024-03-03,FRA,Spring
2024-03-03,KOR,Spring
2024-03-03,JPN,Spring
2024-03-03,GBR,Spring
2024-03-03,CAN,Spring
2024-03-03,AUS,Fall
2024-03-03,BRA,Fall
2024-03-03,ZAF,Fall
2024-03-04,USA,Spring
2024-03-04,DEU,Spring
2024-03-04,FRA,Spring
2024-03-04,KOR,Spring
2024-03-04,JPN,Spring
2024-03-04,GBR,Spring
2024-03-04,CAN,Spring
2024-03-04,AUS,Fall
2024-03-04,BRA,Fall
2024-03-04,ZAF,Fall
2024-03-05,USA,Spring
2024-03-05,DEU,Spring
2024-03-05,FRA,Spring
2024-03-05,KOR,Spring
2024-03-05,JPN,Spring
2024-03-05,GBR,Spring
2024-03-05,CAN,Spring
2024-03-05,AUS,Fall
2024-03-05,BRA,Fall
2024-03-05,ZAF,Fall
2024-03-06,USA,Spring
2024-03-06,DEU,Spring
2024-03-06,FRA,Spring
